Postcode,Bedrooms,2021,2022,2023,2024
2133,U,,556.0,460.0,
2134,0,333.3333333333333,400.0,502.5,548.3333333333334
2134,1,382.5,452.9591836734694,528.939393939394,435.0
2134,2,528.1818181818181,602.3728813559322,772.1428571428571,762.7
2134,3,668.4090909090909,748.4920634920635,906.5,981.0294117647059
2134,4,794.53125,803.8095238095239,1097.142857142857,1133.59375
2134,5,914.1666666666666,1103.75,1356.3636363636363,1365.909090909091
2134,6,844.6666666666666,1116.6666666666667,3000.0,1600.0
2134,7,850.0,983.3333333333334,1500.0,
2134,8,,1400.0,,1600.0
2134,9,,2750.0,,
2134,U,475.0,664.4444444444445,913.3333333333334,
2135,0,280.0,500.0,450.0,
2135,1,302.0,417.6923076923077,495.625,516.5909090909091
2135,12,,3050.0,,
2135,13,,,,1000.0
2135,2,448.6904761904762,528.75,640.5714285714286,724.2682926829268
2135,29,,,5800.0,
2135,3,676.6543209876543,750.297619047619,877.0833333333334,945.4411764705883
2135,30,,7380.0,,
2135,4,860.9166666666666,969.0131578947369,1100.6923076923076,1265.357142857143
2135,5,1131.111111111111,1298.6363636363637,1448.9473684210527,1651.2857142857142
2135,6,1421.875,1386.5384615384614,1450.0,1990.0
2135,7,1433.3333333333333,1925.0,2350.0,2500.0
2135,8,,,1631.6666666666667,1800.0
2135,U,1250.0,653.5714285714286,800.0,
2136,0,,250.0,290.0,
2136,1,363.75,240.0,474.0,323.0
2136,2,460.3125,516.25,694.75,657.2
2136,3,605.7777777777778,683.0263157894736,810.4081632653061,832.6666666666666
2136,4,710.0,801.5,955.7142857142857,1087.2222222222222
2136,5,965.0,1245.5555555555557,1250.0,1435.0
2136,6,887.5,760.0,1175.0,1162.5
2136,8,780.0,,,
2136,U,,585.0,900.0,
2137,0,,830.0,,
2137,1,302.7,438.1764705882353,443.2,452.2
2137,10,,,,4100.0
2137,2,575.7843137254902,672.7777777777778,706.4772727272727,763.2142857142857
2137,3,800.7092198581561,862.4722222222222,945.582191780822,987.1503759398496
2137,4,1093.3050847457628,1200.8955223880596,1271.158536585366,1371.9402985074628
2137,5,1348.6666666666667,1420.0,1561.5384615384614,1647.5
2137,6,1362.5,1483.3333333333333,1450.0,1533.3333333333333
2137,U,605.0,906.6666666666666,762.5,
2138,0,,420.0,427.5,
2138,1,407.0833333333333,467.2,532.0,563.2608695652174
2138,2,548.0,654.1025641025641,778.0612244897959,808.5483870967741
2138,3,751.8072289156627,907.922077922078,891.5454545454545,932.2388059701492
2138,4,936.4285714285714,1034.0,1083.5,1289.655172413793
2138,5,1070.0,1362.5,1373.125,1218.75
2138,6,1000.0,1320.0,1300.0,1525.0
2138,U,300.0,687.5,1032.5,
2140,1,375.0,421.42857142857144,492.89473684210526,541.0869565217391
2140,12,,,,2000.0
2140,2,448.7878787878788,526.5116279069767,678.219512195122,693.3088235294117
2140,3,623.9622641509434,628.2758620689655,774.7777777777778,804.4444444444445
2140,4,742.2222222222222,829.7058823529412,886.5625,992.7272727272727
2140,5,830.0,927.2222222222222,1126.6666666666667,1425.0
2140,6,983.3333333333334,1102.6666666666667,1050.0,1150.0
2140,U,750.0,526.6666666666666,650.0,
2141,0,300.0,315.0,370.0,486.6666666666667
2141,1,343.3333333333333,354.125,485.1666666666667,475.8
2141,2,416.53061224489795,467.8048780487805,584.75,636.6666666666666
2141,3,542.1212121212121,577.6576576576576,700.4301075268817,755.4166666666666
2141,4,638.6153846153846,719.75,813.360655737705,927.6785714285714
2141,5,832.3913043478261,1004.7619047619048,1082.608695652174,1215.0
2141,6,925.0,1015.0,950.0,1366.6666666666667
2141,7,,,1033.3333333333333,
2141,U,466.0,617.7777777777778,704.5,703.3333333333334
2142,0,420.0,308.6666666666667,345.0,381.3333333333333
2142,1,250.3125,366.1764705882353,378.9583333333333,439.7586206896552
2142,10,,,,3700.0
2142,2,402.75308641975306,427.19101123595505,515.6976744186046,603.4302325581396
2142,3,508.4228187919463,548.6012658227849,622.2773722627737,706.8548387096774
2142,4,635.6578947368421,689.1176470588235,794.8936170212766,797.2115384615385
2142,5,721.4285714285714,760.4166666666666,916.6666666666666,1118.076923076923
2142,6,793.3333333333334,983.3333333333334,1100.0,1137.5
2142,7,515.0,800.0,,
2142,8,,,,2300.0
2142,9,,900.0,,2813.0
2142,U,557.5,408.125,435.0,930.0
2143,1,276.25,291.6666666666667,287.5,
2143,2,382.46875,425.06666666666666,464.14285714285717,673.875
2143,3,511.8888888888889,541.9444444444445,628.1132075471698,700.0793650793651
2143,4,599.7916666666666,694.7058823529412,865.2380952380952,953.5
2143,5,835.0,833.1818181818181,888.3333333333334,1104.5454545454545
2143,6,,900.0,935.0,1600.0
2143,7,,1200.0,,
2143,U,750.0,600.0,,1300.0
2144,0,200.0,,,370.0
2144,1,346.6666666666667,361.1111111111111,456.15384615384613,372.5
2144,2,393.58196721311475,461.26262626262627,543.5316455696203,593.3333333333334
2144,3,493.9578313253012,555.5692307692308,639.1323529411765,737.3109243697479
2144,4,602.9545454545455,686.875,808.3934426229508,897.0588235294117
2144,5,728.6666666666666,793.3333333333334,904.1666666666666,1011.3333333333334
2144,6,840.0,925.0,1340.0,1100.0
2144,7,,,1315.0,
2144,U,468.5,585.5555555555555,545.0,637.5
2145,0,416.25,457.5,,380.0
2145,1,298.67857142857144,359.75,408.7457627118644,463.8181818181818
2145,10,,,250.0,
2145,11,,2200.0,,
2145,2,414.8241206030151,446.69953051643193,555.1169451073986,589.9735576923077
2145,26,,,620.0,
2145,3,504.4100609756098,547.9733333333334,645.7647928994082,701.6208955223881
2145,4,621.0477941176471,672.0623145400593,797.0350404312668,867.9699248120301
2145,5,706.7142857142857,817.6190476190476,878.3644859813085,980.3488372093024
2145,6,925.0,567.3333333333334,459.1304347826087,930.3125
2145,7,750.0,765.0,1275.0,1191.6666666666667
2145,8,,,,1110.0
2145,U,540.0,493.38709677419354,570.46875,580.0
2146,1,262.22222222222223,329.375,355.0,389.5
2146,2,396.86813186813185,428.1578947368421,510.0,564.702380952381
2146,20,,,460.0,
2146,3,487.9362745098039,514.380487804878,601.8449197860963,659.7979797979798
2146,4,582.4657534246576,641.056338028169,709.7252747252747,789.3283582089553
2146,5,684.1176470588235,764.7058823529412,818.1578947368421,947.25
2146,6,652.5,660.0,900.0,910.0
2146,7,,470.0,,
2146,U,445.0,505.0,625.0,630.0
2147,0,450.0,,,
2147,1,255.43478260869566,330.23809523809524,380.0,413.4166666666667
2147,2,375.875,401.6768292682927,475.8255033557047,515.5060975609756
2147,3,468.76222222222225,503.69772256728777,570.2175925925926,641.7381489841987
2147,4,538.8432835820895,623.5714285714286,704.6460176991151,783.5276073619632
2147,5,501.25,592.7142857142857,742.1428571428571,872.0
2147,6,541.4285714285714,477.0,420.0,1100.0
2147,7,,,950.0,960.0
2147,U,403.3333333333333,449.44444444444446,520.0,525.0
2148,0,326.875,315.0,406.6666666666667,
2148,1,259.5744680851064,272.6470588235294,303.1547619047619,359.67058823529413
2148,10,,,950.0,1600.0
2148,2,376.9320843091335,406.2703862660944,478.40852130325817,544.2300469483569
2148,3,444.25371549893845,488.77562028047464,569.7290748898679,634.8369942196532
2148,4,554.9601449275362,584.5457413249211,678.2541254125413,746.37106918239
2148,5,624.375,681.1818181818181,762.1590909090909,872.7
2148,6,747.1428571428571,685.0,479.6551724137931,453.3333333333333
2148,7,185.0,1250.0,1050.0,1500.0
2148,8,900.0,1200.0,1500.0,1500.0
2148,U,391.42857142857144,479.83870967741933,495.5,687.5
2150,0,278.75,326.6666666666667,,480.0
2150,1,332.0769230769231,420.38461538461536,462.62820512820514,508.7674418604651
2150,12,,210.0,,
2150,2,431.7710843373494,478.42723004694835,568.7192118226601,642.4293785310734
2150,3,519.1029411764706,574.8360655737705,684.5526315789474,716.1290322580645
2150,4,623.0487804878048,646.1111111111111,814.6666666666666,859.0625
2150,5,595.0,934.375,987.5,986.0
2150,8,,900.0,1000.0,
2150,U,630.0,542.4736842105264,583.3333333333334,
2151,1,227.30769230769232,301.53333333333336,362.14285714285717,388.3333333333333
2151,2,433.56666666666666,460.7710843373494,520.4320987654321,598.8125
2151,3,592.2619047619048,620.625,731.6026490066225,760.5390070921986
2151,4,697.0,782.3333333333334,833.4426229508197,862.4912280701755
2151,5,835.6666666666666,848.4615384615385,939.5833333333334,1057.6666666666667
2151,6,910.0,868.75,1350.0,1200.0
2151,U,550.0,434.0,540.0,750.0
2152,0,,445.0,,
2152,1,270.0,315.0,423.0,443.57142857142856
2152,2,435.3809523809524,464.77777777777777,625.1136363636364,611.5909090909091
2152,3,543.9204545454545,606.804347826087,671.231884057971,704.939024390244
2152,4,686.1538461538462,741.9642857142857,779.0322580645161,822.6470588235294
2152,5,849.0,1015.4166666666666,1116.0,809.0
2152,6,680.0,880.0,,
2152,U,400.0,505.0,580.0,
2153,0,530.0,465.0,,
2153,1,346.3636363636364,395.4,403.94736842105266,483.48837209302326
2153,2,480.8196721311475,500.7089552238806,563.9677419354839,620.4961832061068
2153,3,610.0250626566416,664.0647482014389,739.5854922279793,777.5949367088608
2153,4,721.1347517730496,810.1901140684411,850.8897338403042,919.8920863309353
2153,5,903.9041095890411,924.5757575757576,1016.6417910447761,1145.4705882352941
2153,6,980.0,1343.3333333333333,1044.0,1650.0
2153,7,,1525.0,1100.0,1125.0
2153,8,,1180.0,,1350.0
2153,U,607.5,780.0,652.875,900.0
2154,0,860.0,562.5,512.5,
2154,1,345.0,408.8235294117647,424.64285714285717,467.962962962963
2154,2,501.8840579710145,543.395061728395,585.7333333333333,651.3095238095239
2154,3,634.932735426009,672.8780487804878,744.4166666666666,797.8807339449542
2154,4,806.3069306930693,902.2622222222222,952.9512195121952,997.6339285714286
2154,5,1019.016393442623,1038.3695652173913,1079.715909090909,1164.1208791208792
2154,6,976.5384615384615,967.0,1105.0,1275.0
2154,7,1300.0,1100.0,1275.0,1500.0
2154,8,1150.0,,1200.0,
2154,U,710.0,635.2,926.6666666666666,800.0
2155,0,650.0,436.6666666666667,,
2155,1,351.25,398.19444444444446,493.59615384615387,498.75
2155,2,441.0927835051546,505.319587628866,574.2077922077922,615.054945054945
2155,3,620.3433476394849,667.4673366834171,722.2961165048544,791.9612068965517
2155,4,726.4856020942408,785.6683804627249,846.9240837696335,886.708176100629
2155,5,846.0044843049327,928.8495575221239,958.5912698412699,1029.6911196911196
2155,6,986.8,1025.6666666666667,1125.5,1200.8064516129032
2155,7,900.0,1300.0,1290.0,1275.0
2155,U,727.2222222222222,748.695652173913,721.75,861.0
2156,1,260.0,440.0,423.0,573.3333333333334
2156,2,473.0769230769231,523.3333333333334,538.125,595.0
2156,3,753.9130434782609,705.7894736842105,741.4285714285714,849.047619047619
2156,4,805.75,970.9375,1016.6666666666666,1024.4
2156,5,1330.7142857142858,1359.2307692307693,1135.3125,1179.1666666666667
2156,6,1730.0,1600.0,1455.0,1700.0
2156,7,,1597.5,1925.0,1412.5
2156,8,,,,2000.0
2156,U,422.0,1350.0,666.6666666666666,
2157,0,,,185.0,600.0
2157,1,350.0,350.0,477.5,430.0
2157,2,501.25,495.45454545454544,642.0,618.0
2157,3,1120.3846153846155,605.0,648.9285714285714,652.5
2157,4,727.6923076923077,844.2307692307693,1003.0769230769231,926.3333333333334
2157,5,873.0,1111.111111111111,1139.1666666666667,1232.7777777777778
2157,6,2000.0,1016.6666666666666,,1200.0
2157,U,600.0,,,
2158,1,466.6666666666667,476.6666666666667,483.3333333333333,440.0
2158,2,497.77777777777777,487.0,490.0,481.42857142857144
2158,3,651.0434782608696,706.25,730.5882352941177,800.7894736842105
2158,4,779.25,884.2647058823529,939.8684210526316,990.1063829787234
2158,5,1099.375,1070.909090909091,1244.6153846153845,1272.5
2158,6,,1025.0,1800.0,1516.6666666666667
2158,7,,,1200.0,
2158,9,950.0,,,
2158,U,610.0,,915.0,
2159,0,,,,280.0
2159,1,442.5,,415.0,575.0
2159,2,425.0,491.6666666666667,580.5555555555555,567.0
2159,3,639.5454545454545,728.1818181818181,649.5,727.0833333333334
2159,4,850.0,791.1538461538462,1049.7058823529412,900.9090909090909
2159,5,895.8333333333334,947.5,1013.3333333333334,1183.3333333333333
2159,6,750.0,,1450.0,975.0
2159,U,,490.0,,
2160,0,,,450.0,470.0
2160,1,256.5,335.0,377.5,469.6774193548387
2160,2,412.0822784810127,431.5625,491.3985507246377,570.491124260355
2160,3,522.2393162393163,551.5393258426966,642.793427230047,716.0940170940171
2160,4,634.5049504950495,687.8333333333334,833.6016949152543,904.5409836065573
2160,5,840.1923076923077,870.7777777777778,1024.8245614035088,1161.7592592592594
2160,6,677.2727272727273,1027.0,1103.5714285714287,1210.0
2160,7,,1150.0,1300.0,1550.0
2160,8,1150.0,,,
2160,U,420.0,558.0769230769231,609.5833333333334,850.0
2161,0,270.0,,353.3333333333333,370.0
2161,1,281.875,276.25,370.27777777777777,398.125
2161,2,421.92857142857144,424.48214285714283,498.73873873873873,552.904
2161,3,501.1734693877551,541.2295081967213,643.1863354037267,713.3788819875776
2161,4,606.6455696202531,658.6315789473684,772.629213483146,875.7222222222222
2161,5,721.4634146341464,776.40625,919.0545454545454,1042.5714285714287
2161,6,792.5,810.0,912.5,1110.0
2161,7,,950.0,,1300.0
2161,8,,,1050.0,1050.0
2161,U,483.8888888888889,483.0,515.0,790.0
2162,0,310.0,,320.0,350.0
2162,1,232.25,263.0,335.0,325.4166666666667
2162,2,416.42857142857144,437.67241379310343,520.5263157894736,568.0
2162,3,524.76,556.5540540540541,633.0,771.5964912280701
2162,4,621.0833333333334,682.1590909090909,794.6153846153846,882.4657534246576
2162,5,665.4166666666666,772.0,1105.0,1010.7692307692307
2162,6,811.25,875.0,926.6666666666666,1250.0
2162,U,683.3333333333334,668.3333333333334,796.25,650.0
2163,1,225.0,296.0,319.0,304.75
2163,2,363.2352941176471,373.84615384615387,426.7391304347826,457.3076923076923
2163,24,,,,6500.0
2163,3,498.8181818181818,490.4347826086956,558.75,656.1777777777778
2163,4,617.0,650.0,683.0,757.1428571428571
2163,5,648.75,956.1111111111111,818.6111111111111,863.3333333333334
2163,6,,1250.0,,900.0
2163,7,,950.0,,
2163,U,,692.5,300.0,
2164,1,273.57142857142856,265.0,342.0,349.44444444444446
2164,15,,,4000.0,
2164,2,418.72340425531917,411.9047619047619,479.4032258064516,515.7446808510638
2164,3,505.1807228915663,524.9397590361446,591.0884353741496,655.2595419847328
2164,4,580.2545454545455,629.9012345679013,728.1643835616438,777.3793103448276
2164,5,703.75,746.3157894736842,910.2777777777778,994.0
2164,6,860.0,785.7142857142857,887.5,1000.0
2164,7,,,1100.0,1200.0
2164,U,483.75,582.8571428571429,600.0,754.0
2165,0,245.0,290.0,340.0,
2165,1,238.42105263157896,253.0,312.0833333333333,381.3076923076923
2165,10,1000.0,,,
2165,12,,,3000.0,
2165,2,376.70535714285717,392.7734375,440.3452380952381,495.5135135135135
2165,3,466.5067567567568,498.4811320754717,581.912,638.1511111111112
2165,4,588.4408602150538,656.6228070175439,716.2048192771084,824.156862745098
2165,5,662.7272727272727,732.9545454545455,870.1020408163265,933.3333333333334
2165,6,760.0,730.0,1025.0,1003.0
2165,7,760.0,750.0,,
2165,U,514.0909090909091,578.75,520.0,587.5
2166,1,236.07142857142858,287.0,246.8,342.8235294117647
2166,2,353.8053097345133,368.86607142857144,418.43617021276594,461.4257425742574
2166,3,451.47636363636366,476.8708609271523,555.2226890756302,592.8235294117648
2166,4,609.4943820224719,597.3295454545455,695.483870967742,756.5929203539823
2166,5,705.3488372093024,743.8888888888889,833.8157894736842,950.8620689655172
2166,6,766.6666666666666,732.7777777777778,1086.25,1214.1666666666667
2166,7,1100.0,933.3333333333334,913.3333333333334,1200.0
2166,8,900.0,1180.0,,
2166,9,,850.0,,
2166,U,468.0952380952381,543.8461538461538,518.75,927.0588235294117
2167,0,400.0,,,
2167,1,350.0,330.0,290.625,
2167,2,366.42857142857144,401.1224489795918,454.61538461538464,489.62295081967216
2167,3,500.51162790697674,539.375,583.1699346405229,653.96875
2167,4,589.8,630.8620689655172,690.3508771929825,777.6851851851852
2167,5,590.0,675.0,796.6666666666666,902.0
2167,6,647.5,660.0,,1060.0
2167,7,,,1000.0,1250.0
2167,U,410.0,522.0,680.0,
2168,0,466.0,367.5,,
2168,1,251.0,281.53846153846155,329.22222222222223,389.09090909090907
2168,2,364.1,380.4310344827586,428.0833333333333,466.44117647058823
2168,3,437.6835443037975,480.28650137741045,527.2523659305994,598.9442508710802
2168,4,560.2830188679245,589.0243902439024,653.1818181818181,744.1346153846154
2168,5,637.3333333333334,708.8636363636364,795.25,991.1764705882352
2168,6,1000.0,770.0,,961.4285714285714
2168,7,,,,1000.0
2168,8,,,,1500.0
2168,U,453.0,484.6666666666667,542.8571428571429,605.0
2170,0,250.0,208.33333333333334,,650.0
2170,1,259.35897435897436,310.06,371.46153846153845,409.8051948051948
2170,10,,1750.0,,
2170,2,375.73597359735976,413.9820895522388,457.04464285714283,532.1584415584416
2170,22,,350.0,,
2170,3,496.911051212938,542.5240715268226,594.2682584269663,663.7361878453039
2170,4,612.2176308539945,669.5985576923077,755.1240310077519,824.2305986696231
2170,5,648.625,808.7349397590361,848.0,962.8494623655914
2170,6,820.0,879.3333333333334,845.0,959.9230769230769
2170,7,885.0,876.6666666666666,1114.2857142857142,1410.0
2170,8,850.0,,1425.0,
2170,9,,,,1500.0
2170,U,469.10714285714283,583.5344827586207,523.4375,719.1666666666666
2171,0,580.0,470.0,,
2171,1,306.6666666666667,356.6666666666667,416.0,521.6666666666666
2171,2,409.5833333333333,445.8333333333333,475.55555555555554,521.4827586206897
2171,3,559.6850393700787,598.4265734265734,633.8175675675676,694.8928571428571
2171,4,622.4311926605504,684.6638655462185,735.3469387755102,800.3703703703703
2171,5,740.1923076923077,819.0322580645161,846.3235294117648,944.516129032258
2171,6,787.5,900.0,1533.3333333333333,1100.0
2171,7,,670.0,900.0,
2171,U,680.0,734.1666666666666,633.3333333333334,696.6666666666666
2172,2,450.0,,,
2172,3,570.0,682.5,733.3333333333334,850.0
2172,4,769.0,746.0,927.5,732.5
2172,5,750.0,900.0,1100.0,
2172,U,,650.0,,
2173,1,325.0,,456.6666666666667,476.0
2173,2,428.57142857142856,416.25,512.1428571428571,548.2352941176471
2173,3,525.253164556962,572.867088607595,653.6942675159236,681.5986394557823
2173,4,615.1785714285714,660.4545454545455,740.5194805194806,817.9787234042553
2173,5,721.875,755.5555555555555,891.7857142857143,974.1666666666666
2173,6,,775.0,,983.3333333333334
2173,9,,,,1800.0
2173,U,420.0,640.0,,
2174,0,,650.0,395.0,395.0
2174,1,387.8,423.39285714285717,475.27777777777777,500.0
2174,2,440.0,448.9516129032258,514.4029850746268,579.8058252427185
2174,3,591.8518518518518,615.6666666666666,679.8611111111111,755.0
2174,4,641.25,717.3312883435583,760.933962264151,830.2582159624413
2174,5,741.9565217391304,820.7692307692307,903.8461538461538,951.7741935483871
2174,6,1144.0,1005.0,1016.6666666666666,1100.0
2174,U,676.6666666666666,600.0,741.6666666666666,837.5
2175,2,406.6666666666667,465.0,437.5,
2175,3,503.3333333333333,640.0,600.0,583.3333333333334
2175,4,750.0,705.0,740.2,887.1428571428571
2175,5,,925.0,,900.0
2175,6,,,,1500.0
2175,7,,,,1800.0
2175,U,200.0,,,
2176,1,308.57142857142856,311.875,381.6666666666667,370.0
2176,2,400.07936507936506,424.4166666666667,469.48275862068965,522.3469387755102
2176,3,517.0346320346321,599.3095238095239,615.953488372093,687.4626168224299
2176,4,625.96875,688.25,773.3783783783783,841.8161764705883
2176,5,701.2592592592592,809.5833333333334,812.2058823529412,942.5
2176,6,716.0,964.0,680.0,1130.0
2176,7,1100.0,,,
2176,U,518.0,573.3333333333334,580.0,820.0
2177,1,325.0,,348.75,370.0
2177,2,427.9166666666667,445.0,447.77777777777777,505.47058823529414
2177,3,512.2361111111111,535.3225806451613,573.1132075471698,642.1285714285714
2177,4,604.2592592592592,620.8974358974359,720.125,793.9583333333334
2177,5,665.0,736.6666666666666,742.5,836.6666666666666
2177,6,650.0,950.0,,
2177,U,630.0,407.5,850.0,675.0
2178,1,,372.0,383.3333333333333,361.6666666666667
2178,10,,1550.0,,
2178,2,356.6666666666667,450.0,505.0,508.0769230769231
2178,3,529.3333333333334,456.0,736.6666666666666,632.0588235294117
2178,4,679.4444444444445,965.5555555555555,772.0,1025.7142857142858
2178,5,910.0,853.5714285714286,1262.5,1035.7142857142858
2178,6,945.0,820.0,940.0,1400.0
2178,U,,725.0,,
2179,1,346.6666666666667,340.4166666666667,372.5,411.0
2179,2,419.7826086956522,443.42105263157896,500.42857142857144,547.4561403508771
2179,3,540.4032258064516,668.1976744186046,656.3652173913043,677.7927927927927
2179,4,608.0819112627986,676.2307692307693,716.2658227848101,768.554633471646
2179,5,670.2941176470588,758.515625,789.0236686390532,855.1015228426396
2179,6,916.4285714285714,835.5555555555555,1028.0,1032.0833333333333
2179,7,,866.6666666666666,1300.0,1063.3333333333333
2179,8,,1100.0,1500.0,1175.0
2179,9,,1000.0,,1500.0
2179,U,704.0,611.5384615384615,662.8571428571429,1214.0
2190,0,300.0,,,
2190,1,235.0,346.0,335.45454545454544,437.5
2190,2,410.2083333333333,442.22222222222223,543.75,586.9583333333334
2190,3,577.0535714285714,599.7826086956521,687.3333333333334,749.0178571428571
2190,4,747.4038461538462,840.6451612903226,912.1323529411765,1058.5526315789473
2190,5,832.8125,975.9090909090909,1120.0,1167.8
2190,6,1010.0,1043.3333333333333,1095.7142857142858,1150.0
2190,7,,,1200.0,
2190,8,,,,1700.0
2190,U,468.3333333333333,520.0,387.0,180.0
2191,0,572.5,660.0,,
2191,1,305.0,415.0,505.0,425.0
2191,2,498.75,514.4117647058823,820.7142857142857,681.9565217391304
2191,3,587.4358974358975,624.0540540540541,719.0909090909091,815.1388888888889
2191,4,655.6666666666666,747.2222222222222,931.3333333333334,842.8571428571429
2191,5,900.0,978.5714285714286,1125.7142857142858,1250.0
2191,6,1075.0,700.0,,1475.0
2191,U,,500.0,860.0,
2192,1,275.0,343.75,446.25,486.6666666666667
2192,2,443.3076923076923,482.44827586206895,609.2857142857143,607.2058823529412
2192,3,574.9629629629629,595.4909090909091,747.58,845.5084745762712
2192,4,715.5357142857143,798.3823529411765,866.25,992.7142857142857
2192,5,1000.0,942.2222222222222,1033.3333333333333,1470.0
2192,6,840.0,925.0,1070.0,1466.6666666666667
2192,U,330.0,407.0,500.0,
2193,0,,435.0,,
2193,1,312.5,411.25,471.6666666666667,522.2727272727273
2193,2,532.3888888888889,570.8620689655172,669.7727272727273,762.8947368421053
2193,3,698.5344827586207,719.1803278688525,879.0350877192982,888.8636363636364
2193,4,813.1818181818181,909.6739130434783,987.258064516129,1085.8333333333333
2193,5,520.8333333333334,1007.8571428571429,1087.357142857143,1413.6
2193,6,,930.0,1250.0,1475.0
2193,8,,1800.0,,
2193,U,,525.0,616.6666666666666,
2194,0,270.0,,290.0,
2194,1,273.4375,349.875,369.6,318.125
2194,12,,,1800.0,
2194,2,463.8292682926829,501.7283950617284,597.1428571428571,632.65625
2194,22,,420.0,,
2194,3,557.8823529411765,646.875,742.4285714285714,785.7246376811594
2194,4,654.7435897435897,747.0454545454545,871.0714285714286,1023.4285714285714
2194,5,930.2352941176471,906.5384615384615,1052.8125,1163.75
2194,6,857.5,918.0,1470.0,1350.0
2194,7,800.0,,,1650.0
2194,8,850.0,,,
2194,U,720.0,489.5,625.5,990.0
2195,0,438.3333333333333,230.0,,400.0
2195,1,259.1666666666667,285.35714285714283,343.84615384615387,384.54545454545456
2195,2,366.68918918918916,401.5625,479.18840579710144,538.8636363636364
2195,3,536.4615384615385,570.3191489361702,683.9130434782609,751.7164179104477
2195,4,625.3846153846154,662.7272727272727,782.9411764705883,876.7391304347826
2195,5,698.75,683.3333333333334,901.6666666666666,1031.25
2195,6,828.3333333333334,,,1700.0
2195,7,,550.0,,
2195,U,,393.125,417.85714285714283,960.0
2196,1,353.0,337.77777777777777,428.3333333333333,449.44444444444446
2196,10,,,4000.0,
2196,2,429.1898734177215,462.4943820224719,561.6436781609195,624.3604651162791
2196,3,570.6879432624113,619.4193548387096,711.9256756756756,781.0344827586207
2196,4,716.1578947368421,770.7333333333333,860.5970149253732,919.1392405063291
2196,5,684.0,846.9230769230769,1138.2608695652175,1187.5
2196,6,860.0,900.0,2495.0,1308.3333333333333
2196,7,1100.0,1000.0,1200.0,850.0
2196,8,,,1550.0,1537.5
2196,U,454.2857142857143,482.0833333333333,385.0,
2197,0,,,,290.0
2197,1,330.0,240.0,275.0,456.6666666666667
2197,2,413.0,417.06666666666666,518.125,556.5625
2197,3,533.9423076923077,566.22,666.6666666666666,759.4558823529412
2197,4,698.2894736842105,735.1851851851852,959.7179487179487,1009.125
2197,5,777.5,815.0,1018.6666666666666,1090.3125
2197,6,750.0,,966.6666666666666,1300.0
2197,7,950.0,,,
2197,U,527.5,460.0,850.0,
2198,1,230.0,265.0,390.0,350.0
2198,2,431.5,497.22222222222223,530.0,612.8888888888889
2198,3,581.9166666666666,613.2456140350877,682.9508196721312,773.75
2198,4,714.1304347826087,754.375,883.9411764705883,955.8333333333334
2198,5,792.0,808.7333333333333,1021.8181818181819,1179.5833333333333
2198,6,850.0,892.5,1000.0,1237.5
2198,U,,770.0,675.0,600.0
2199,0,235.0,,,
2199,1,280.0,277.22222222222223,374.1666666666667,345.1818181818182
2199,2,420.77272727272725,454.3255813953488,529.1860465116279,570.4444444444445
2199,3,516.7934782608696,564.3636363636364,672.4257425742575,738.9805825242719
2199,4,650.1086956521739,736.2244897959183,887.6376811594203,917.6376811594203
2199,5,774.0,874.5238095238095,882.75,1150.4
2199,6,620.0,887.5,1275.0,1162.5
2199,7,,,,1700.0
2199,U,548.0,502.14285714285717,700.0,564.25
2200,0,295.0,280.0,,
2200,1,281.1111111111111,321.53846153846155,426.9230769230769,495.0
2200,10,,,2970.0,
2200,2,415.28395061728395,459.1304347826087,533.4424778761062,595.0
2200,3,536.3824884792626,596.3613861386139,646.0864864864865,727.8676470588235
2200,4,697.3504273504274,719.2056074766355,870.4435483870968,922.3785714285714
2200,5,829.6428571428571,914.1666666666666,1056.1904761904761,1214.7619047619048
2200,6,762.1428571428571,1083.3333333333333,1131.8181818181818,1074.2857142857142
2200,7,890.0,,1475.0,1400.0
2200,8,850.0,,1080.0,
2200,U,440.0,537.1428571428571,562.5,683.3333333333334
2203,0,,380.0,800.0,650.0
2203,1,395.625,456.39130434782606,494.25,444.04761904761904
2203,2,571.8253968253969,622.8450704225352,700.390625,778.1884057971015
2203,3,784.1066666666667,803.8709677419355,903.0983606557377,983.4
2203,4,927.75,1037.5,1221.6666666666667,1251.1538461538462
2203,5,1340.0,1140.0,1410.0,1512.5
2203,6,,1100.0,,
2203,7,,,,1700.0
2203,U,,641.6666666666666,827.5,800.0
2204,0,467.0,850.0,380.0,473.8
2204,1,420.69444444444446,428.6363636363636,516.7592592592592,505.74418604651163
2204,11,,,,3100.0
2204,14,,,3588.0,
2204,15,,,,240.0
2204,2,655.5921787709498,693.4114583333334,772.5,816.341935483871
2204,3,801.1470588235294,877.6958762886597,1008.3552631578947,1041.6225165562914
2204,4,1074.7543859649122,1088.6458333333333,1263.888888888889,1319.927536231884
2204,5,1115.0,1346.0,2003.8461538461538,1491.6666666666667
2204,6,1250.0,1560.0,,1280.0
2204,7,,1675.0,,1500.0
2204,8,,2100.0,,
2204,9,1280.0,,,
2204,U,666.6666666666666,583.0,500.7142857142857,910.0
2205,0,,40.0,,550.0
2205,1,380.3333333333333,520.0,553.6842105263158,635.0
2205,2,522.6923076923077,628.0769230769231,735.1818181818181,769.1875
2205,3,658.2394366197183,718.8271604938271,815.0,906.7088607594936
2205,4,796.1666666666666,876.1363636363636,980.4,1118.148148148148
